Frame No,Exit Branch,Latency,Confidence,Accuracy,B1 FLOPs,B2 FLOPs,Main FLOPs
30,failed,0.0042607784271240234,0,No detection,6220800.0,1990656.0,163044928.0
31,b1,0.0036356449127197266,0.015297709964215755,0.65625,6220800.0,1990656.0,163044928.0
32,b1,0.0034036636352539062,0.030585860833525658,0.6666666666666666,6220800.0,1990656.0,163044928.0
33,b1,0.004125833511352539,0.0032770964317023754,0.6764705882352942,6220800.0,1990656.0,163044928.0
34,failed,0.004279613494873047,0,No detection,6220800.0,1990656.0,163044928.0
35,failed,0.005334615707397461,0,No detection,6220800.0,1990656.0,163044928.0
36,b1,0.004008293151855469,0.000894147960934788,0.6486486486486487,6220800.0,1990656.0,163044928.0
37,failed,0.003905773162841797,0,No detection,6220800.0,1990656.0,163044928.0
38,b1,0.0037870407104492188,0.0076840720139443874,0.6410256410256411,6220800.0,1990656.0,163044928.0
39,b1,0.0034651756286621094,0.008467206731438637,0.65,6220800.0,1990656.0,163044928.0
40,b1,0.003329038619995117,0.016521360725164413,0.6585365853658537,6220800.0,1990656.0,163044928.0
41,b1,0.004660367965698242,0.028844311833381653,0.6666666666666666,6220800.0,1990656.0,163044928.0
42,b1,0.003835916519165039,0.02884579449892044,0.6744186046511628,6220800.0,1990656.0,163044928.0
43,b1,0.003941059112548828,4.38567585661076e-05,0.6818181818181818,6220800.0,1990656.0,163044928.0
44,b1,0.0039975643157958984,0.03386121615767479,0.6888888888888889,6220800.0,1990656.0,163044928.0
45,b1,0.004582881927490234,0.013207009062170982,0.6956521739130435,6220800.0,1990656.0,163044928.0
46,b1,0.00395512580871582,0.0007815230637788773,0.7021276595744681,6220800.0,1990656.0,163044928.0
47,failed,0.004263401031494141,0,No detection,6220800.0,1990656.0,163044928.0
48,failed,0.004021883010864258,0,No detection,6220800.0,1990656.0,163044928.0
49,failed,0.003921985626220703,0,No detection,6220800.0,1990656.0,163044928.0
50,b1,0.004563093185424805,0.028126200661063194,0.6666666666666666,6220800.0,1990656.0,163044928.0
51,b1,0.0045430660247802734,0.00697062024846673,0.6730769230769231,6220800.0,1990656.0,163044928.0
52,b1,0.004233837127685547,0.0847107544541359,0.6792452830188679,6220800.0,1990656.0,163044928.0
53,b1,0.005370140075683594,0.02010691910982132,0.6851851851851852,6220800.0,1990656.0,163044928.0
54,b1,0.004793405532836914,0.08651736378669739,0.6909090909090909,6220800.0,1990656.0,163044928.0
55,b1,0.0041637420654296875,0.01521491352468729,0.6964285714285714,6220800.0,1990656.0,163044928.0
56,failed,0.005096912384033203,0,No detection,6220800.0,1990656.0,163044928.0
57,b1,0.005238533020019531,0.00032189919147640467,0.6896551724137931,6220800.0,1990656.0,163044928.0
58,failed,0.004193782806396484,0,No detection,6220800.0,1990656.0,163044928.0
59,b1,0.0032296180725097656,0.009170189499855042,0.6833333333333333,6220800.0,1990656.0,163044928.0
60,failed,0.005223274230957031,0,No detection,6220800.0,1990656.0,163044928.0
61,b1,0.004045963287353516,0.002334638498723507,0.6774193548387096,6220800.0,1990656.0,163044928.0
62,b1,0.004368782043457031,0.0023199457209557295,0.6825396825396826,6220800.0,1990656.0,163044928.0
63,b1,0.004169940948486328,0.003041486721485853,0.6875,6220800.0,1990656.0,163044928.0
64,failed,0.00454258918762207,0,No detection,6220800.0,1990656.0,163044928.0
65,b1,0.004264354705810547,0.00033128890208899975,0.6818181818181818,6220800.0,1990656.0,163044928.0
66,failed,0.0037946701049804688,0,No detection,6220800.0,1990656.0,163044928.0
67,b1,0.0036339759826660156,0.1973026990890503,0.6764705882352942,6220800.0,1990656.0,163044928.0
68,failed,0.004979372024536133,0,No detection,6220800.0,1990656.0,163044928.0
69,b1,0.004563808441162109,0.0026099211536347866,0.6714285714285714,6220800.0,1990656.0,163044928.0
70,b1,0.0037534236907958984,0.0002115272218361497,0.676056338028169,6220800.0,1990656.0,163044928.0
71,b1,0.0037050247192382812,0.0022608560975641012,0.6805555555555556,6220800.0,1990656.0,163044928.0
72,failed,0.004483222961425781,0,No detection,6220800.0,1990656.0,163044928.0
73,b1,0.0039522647857666016,0.0023525774013251066,0.6756756756756757,6220800.0,1990656.0,163044928.0
74,b1,0.008170843124389648,0.002767708385363221,0.68,6220800.0,1990656.0,163044928.0
75,b1,0.006160259246826172,0.017520813271403313,0.6842105263157895,6220800.0,1990656.0,163044928.0
76,b1,0.004786491394042969,0.23907744884490967,0.6883116883116883,6220800.0,1990656.0,163044928.0
77,failed,0.004392147064208984,0,No detection,6220800.0,1990656.0,163044928.0
78,b1,0.004668474197387695,0.0015412275679409504,0.6835443037974683,6220800.0,1990656.0,163044928.0
79,b1,0.005372524261474609,0.030020901933312416,0.6875,6220800.0,1990656.0,163044928.0
80,b1,0.0040929317474365234,0.006209915969520807,0.691358024691358,6220800.0,1990656.0,163044928.0
81,b1,0.003996133804321289,0.0077861906029284,0.6951219512195121,6220800.0,1990656.0,163044928.0
82,b1,0.004459381103515625,0.030715620145201683,0.6987951807228916,6220800.0,1990656.0,163044928.0
83,failed,0.0033605098724365234,0,No detection,6220800.0,1990656.0,163044928.0
84,b1,0.0043811798095703125,0.03168859705328941,0.6941176470588235,6220800.0,1990656.0,163044928.0
85,b1,0.004622936248779297,0.03974825516343117,0.6976744186046512,6220800.0,1990656.0,163044928.0
86,b1,0.005430459976196289,0.057583194226026535,0.7011494252873564,6220800.0,1990656.0,163044928.0
87,b1,0.004519462585449219,0.03415757045149803,0.7045454545454546,6220800.0,1990656.0,163044928.0
88,b1,0.004534006118774414,0.012494072318077087,0.7078651685393258,6220800.0,1990656.0,163044928.0
89,failed,0.004693746566772461,0,No detection,6220800.0,1990656.0,163044928.0
90,b1,0.00426030158996582,0.004850443918257952,0.7032967032967034,6220800.0,1990656.0,163044928.0
91,failed,0.004338264465332031,0,No detection,6220800.0,1990656.0,163044928.0
92,b1,0.004229307174682617,0.21277518570423126,0.6989247311827957,6220800.0,1990656.0,163044928.0
93,b1,0.004406929016113281,0.06561864912509918,0.7021276595744681,6220800.0,1990656.0,163044928.0
94,failed,0.0052525997161865234,0,No detection,6220800.0,1990656.0,163044928.0
95,failed,0.0053026676177978516,0,No detection,6220800.0,1990656.0,163044928.0
96,failed,0.003670930862426758,0,No detection,6220800.0,1990656.0,163044928.0
97,failed,0.0028145313262939453,0,No detection,6220800.0,1990656.0,163044928.0
98,failed,0.003459930419921875,0,No detection,6220800.0,1990656.0,163044928.0
99,b1,0.003135204315185547,0.05205047130584717,0.67,6220800.0,1990656.0,163044928.0
100,b1,0.00444793701171875,0.12824204564094543,0.6732673267326733,6220800.0,1990656.0,163044928.0
101,failed,0.003790616989135742,0,No detection,6220800.0,1990656.0,163044928.0
102,b1,0.0036268234252929688,0.30634430050849915,0.6699029126213593,6220800.0,1990656.0,163044928.0
103,b1,0.0041027069091796875,0.010433206334710121,0.6730769230769231,6220800.0,1990656.0,163044928.0
104,b1,0.005759477615356445,0.040066178888082504,0.6761904761904762,6220800.0,1990656.0,163044928.0
105,b1,0.00424957275390625,0.0032175665255635977,0.6792452830188679,6220800.0,1990656.0,163044928.0
106,b1,0.0072977542877197266,0.0048561692237854,0.6822429906542056,6220800.0,1990656.0,163044928.0
107,failed,0.004031181335449219,0,No detection,6220800.0,1990656.0,163044928.0
108,b1,0.0037755966186523438,0.02825975976884365,0.6788990825688074,6220800.0,1990656.0,163044928.0
109,failed,0.004609584808349609,0,No detection,6220800.0,1990656.0,163044928.0
110,failed,0.005413055419921875,0,No detection,6220800.0,1990656.0,163044928.0
111,failed,0.003969669342041016,0,No detection,6220800.0,1990656.0,163044928.0
112,failed,0.004815816879272461,0,No detection,6220800.0,1990656.0,163044928.0
113,b1,0.004463672637939453,0.008196516893804073,0.6578947368421053,6220800.0,1990656.0,163044928.0
114,b1,0.0039055347442626953,0.3040463328361511,0.6608695652173913,6220800.0,1990656.0,163044928.0
115,b1,0.003608226776123047,0.008284681476652622,0.6637931034482759,6220800.0,1990656.0,163044928.0
116,b1,0.005633354187011719,0.0011944567086175084,0.6666666666666666,6220800.0,1990656.0,163044928.0
117,failed,0.0040514469146728516,0,No detection,6220800.0,1990656.0,163044928.0
118,b1,0.003947734832763672,0.031269047409296036,0.6638655462184874,6220800.0,1990656.0,163044928.0
119,failed,0.005266427993774414,0,No detection,6220800.0,1990656.0,163044928.0
120,b1,0.004843950271606445,0.015477596782147884,0.6611570247933884,6220800.0,1990656.0,163044928.0
121,b1,0.004853487014770508,0.019359901547431946,0.6639344262295082,6220800.0,1990656.0,163044928.0
122,b1,0.0038290023803710938,0.00014958537940401584,0.6666666666666666,6220800.0,1990656.0,163044928.0
123,failed,0.004327058792114258,0,No detection,6220800.0,1990656.0,163044928.0
124,b1,0.005297660827636719,0.0025429390370845795,0.664,6220800.0,1990656.0,163044928.0
125,failed,0.004125356674194336,0,No detection,6220800.0,1990656.0,163044928.0
126,failed,0.004503726959228516,0,No detection,6220800.0,1990656.0,163044928.0
127,failed,0.004045009613037109,0,No detection,6220800.0,1990656.0,163044928.0
128,b1,0.0034301280975341797,0.0002341250510653481,0.6511627906976745,6220800.0,1990656.0,163044928.0
129,failed,0.0042650699615478516,0,No detection,6220800.0,1990656.0,163044928.0
130,failed,0.00418400764465332,0,No detection,6220800.0,1990656.0,163044928.0
131,b1,0.003704071044921875,4.419603283167817e-05,0.6439393939393939,6220800.0,1990656.0,163044928.0
132,b1,0.0042591094970703125,0.00021916664263699204,0.6466165413533834,6220800.0,1990656.0,163044928.0
133,b1,0.004052162170410156,0.0033491048961877823,0.6492537313432836,6220800.0,1990656.0,163044928.0
134,b1,0.005503177642822266,0.03313706815242767,0.6518518518518519,6220800.0,1990656.0,163044928.0
135,b1,0.006213188171386719,0.015474031679332256,0.6544117647058824,6220800.0,1990656.0,163044928.0
136,b1,0.0044460296630859375,4.644540240406059e-05,0.656934306569343,6220800.0,1990656.0,163044928.0
137,failed,0.003916263580322266,0,No detection,6220800.0,1990656.0,163044928.0
138,b1,0.004252433776855469,0.06312067806720734,0.6546762589928058,6220800.0,1990656.0,163044928.0
139,b1,0.0032362937927246094,0.01102654729038477,0.6571428571428571,6220800.0,1990656.0,163044928.0
140,b1,0.006076812744140625,0.0011579171987250447,0.6595744680851063,6220800.0,1990656.0,163044928.0
141,b1,0.004179239273071289,0.030567651614546776,0.6619718309859155,6220800.0,1990656.0,163044928.0
142,b1,0.00455021858215332,0.003999616950750351,0.6643356643356644,6220800.0,1990656.0,163044928.0
143,b1,0.004273891448974609,0.016740601509809494,0.6666666666666666,6220800.0,1990656.0,163044928.0
144,b1,0.0044193267822265625,0.002921030856668949,0.6689655172413793,6220800.0,1990656.0,163044928.0
145,b1,0.003566265106201172,0.002682998077943921,0.6712328767123288,6220800.0,1990656.0,163044928.0
146,b1,0.003993034362792969,0.015200295485556126,0.673469387755102,6220800.0,1990656.0,163044928.0
147,failed,0.00376129150390625,0,No detection,6220800.0,1990656.0,163044928.0
148,b1,0.005331754684448242,0.06366609036922455,0.6711409395973155,6220800.0,1990656.0,163044928.0
149,b1,0.0040090084075927734,0.042580824345350266,0.6733333333333333,6220800.0,1990656.0,163044928.0
150,failed,0.005059242248535156,0,No detection,6220800.0,1990656.0,163044928.0
151,b1,0.0039980411529541016,0.0005389078869484365,0.6710526315789473,6220800.0,1990656.0,163044928.0
152,b1,0.004102468490600586,0.05074760317802429,0.673202614379085,6220800.0,1990656.0,163044928.0
153,failed,0.0062274932861328125,0,No detection,6220800.0,1990656.0,163044928.0
154,b1,0.004947662353515625,0.006230832077562809,0.6709677419354839,6220800.0,1990656.0,163044928.0
155,b1,0.003790140151977539,0.002351429546251893,0.6730769230769231,6220800.0,1990656.0,163044928.0
156,failed,0.003691434860229492,0,No detection,6220800.0,1990656.0,163044928.0
157,failed,0.005075216293334961,0,No detection,6220800.0,1990656.0,163044928.0
158,b1,0.004948139190673828,0.003894133260473609,0.6666666666666666,6220800.0,1990656.0,163044928.0
159,b1,0.005041837692260742,0.006858738139271736,0.66875,6220800.0,1990656.0,163044928.0
160,failed,0.005243539810180664,0,No detection,6220800.0,1990656.0,163044928.0
161,failed,0.004502296447753906,0,No detection,6220800.0,1990656.0,163044928.0
162,b1,0.0038797855377197266,0.08924756199121475,0.6625766871165644,6220800.0,1990656.0,163044928.0
163,b1,0.005804538726806641,8.892860932974145e-05,0.6646341463414634,6220800.0,1990656.0,163044928.0
164,failed,0.005490303039550781,0,No detection,6220800.0,1990656.0,163044928.0
165,failed,0.005353212356567383,0,No detection,6220800.0,1990656.0,163044928.0
166,b1,0.0041010379791259766,0.2936953008174896,0.6586826347305389,6220800.0,1990656.0,163044928.0
167,b1,0.0037457942962646484,0.0026599999982863665,0.6607142857142857,6220800.0,1990656.0,163044928.0
168,b1,0.0037233829498291016,0.1160045936703682,0.6627218934911243,6220800.0,1990656.0,163044928.0
169,b1,0.004155635833740234,0.1961994469165802,0.6647058823529411,6220800.0,1990656.0,163044928.0
170,b1,0.004342317581176758,0.035352759063243866,0.6666666666666666,6220800.0,1990656.0,163044928.0
171,b1,0.003931283950805664,0.0017315818695351481,0.6686046511627907,6220800.0,1990656.0,163044928.0
172,failed,0.0040242671966552734,0,No detection,6220800.0,1990656.0,163044928.0
173,b1,0.004239559173583984,0.001983869820833206,0.6666666666666666,6220800.0,1990656.0,163044928.0
174,failed,0.004366159439086914,0,No detection,6220800.0,1990656.0,163044928.0
175,failed,0.0037271976470947266,0,No detection,6220800.0,1990656.0,163044928.0
176,b1,0.003724813461303711,0.0004241617280058563,0.6610169491525424,6220800.0,1990656.0,163044928.0
177,b1,0.004736900329589844,0.07290980219841003,0.6629213483146067,6220800.0,1990656.0,163044928.0
178,failed,0.003606081008911133,0,No detection,6220800.0,1990656.0,163044928.0
179,b1,0.004429340362548828,0.012639652006328106,0.6611111111111111,6220800.0,1990656.0,163044928.0
180,failed,0.0048065185546875,0,No detection,6220800.0,1990656.0,163044928.0
181,failed,0.0044002532958984375,0,No detection,6220800.0,1990656.0,163044928.0
182,b1,0.004240751266479492,0.05771083012223244,0.6557377049180327,6220800.0,1990656.0,163044928.0
183,b1,0.0043256282806396484,0.0003314459172543138,0.657608695652174,6220800.0,1990656.0,163044928.0
184,failed,0.004474163055419922,0,No detection,6220800.0,1990656.0,163044928.0
185,b1,0.004340410232543945,0.003008302068337798,0.6559139784946236,6220800.0,1990656.0,163044928.0
186,b1,0.0031952857971191406,0.008945564739406109,0.6577540106951871,6220800.0,1990656.0,163044928.0
187,failed,0.0038361549377441406,0,No detection,6220800.0,1990656.0,163044928.0
188,b1,0.004041433334350586,0.004426077473908663,0.656084656084656,6220800.0,1990656.0,163044928.0
189,failed,0.0054514408111572266,0,No detection,6220800.0,1990656.0,163044928.0
190,failed,0.004981517791748047,0,No detection,6220800.0,1990656.0,163044928.0
191,b1,0.00494837760925293,0.016622394323349,0.6510416666666666,6220800.0,1990656.0,163044928.0
192,b1,0.005718708038330078,0.03960609436035156,0.6528497409326425,6220800.0,1990656.0,163044928.0
193,failed,0.00519251823425293,0,No detection,6220800.0,1990656.0,163044928.0
194,b1,0.004498720169067383,0.008712991140782833,0.6512820512820513,6220800.0,1990656.0,163044928.0
195,failed,0.004992485046386719,0,No detection,6220800.0,1990656.0,163044928.0
196,failed,0.004060983657836914,0,No detection,6220800.0,1990656.0,163044928.0
197,failed,0.004053831100463867,0,No detection,6220800.0,1990656.0,163044928.0
198,failed,0.003699779510498047,0,No detection,6220800.0,1990656.0,163044928.0
199,b1,0.008464813232421875,0.001444596447981894,0.64,6220800.0,1990656.0,163044928.0
200,b1,0.0038454532623291016,0.006438157521188259,0.6417910447761194,6220800.0,1990656.0,163044928.0
201,failed,0.003529787063598633,0,No detection,6220800.0,1990656.0,163044928.0
202,b1,0.004350900650024414,0.0033700047060847282,0.6403940886699507,6220800.0,1990656.0,163044928.0
203,b1,0.004058837890625,0.003001491306349635,0.6421568627450981,6220800.0,1990656.0,163044928.0
204,b1,0.0034885406494140625,0.0013725562021136284,0.6439024390243903,6220800.0,1990656.0,163044928.0
205,b1,0.003622293472290039,0.13182790577411652,0.6456310679611651,6220800.0,1990656.0,163044928.0
206,b1,0.0033676624298095703,0.036062560975551605,0.6473429951690821,6220800.0,1990656.0,163044928.0
207,failed,0.004345893859863281,0,No detection,6220800.0,1990656.0,163044928.0
208,b1,0.004258394241333008,2.262740053993184e-05,0.645933014354067,6220800.0,1990656.0,163044928.0
209,b1,0.004977703094482422,0.107840895652771,0.6476190476190476,6220800.0,1990656.0,163044928.0
210,failed,0.0046350955963134766,0,No detection,6220800.0,1990656.0,163044928.0
211,failed,0.0036995410919189453,0,No detection,6220800.0,1990656.0,163044928.0
212,b1,0.004036426544189453,0.09844756126403809,0.6431924882629108,6220800.0,1990656.0,163044928.0
213,failed,0.003316164016723633,0,No detection,6220800.0,1990656.0,163044928.0
214,failed,0.005244016647338867,0,No detection,6220800.0,1990656.0,163044928.0
215,b1,0.0038967132568359375,0.3090193569660187,0.6388888888888888,6220800.0,1990656.0,163044928.0
216,b1,0.005005836486816406,0.053418371826410294,0.6405529953917051,6220800.0,1990656.0,163044928.0
217,failed,0.004698514938354492,0,No detection,6220800.0,1990656.0,163044928.0
218,b1,0.005667924880981445,0.007486103568226099,0.639269406392694,6220800.0,1990656.0,163044928.0
219,b1,0.004570960998535156,0.0003944338532164693,0.6409090909090909,6220800.0,1990656.0,163044928.0
220,failed,0.005082845687866211,0,No detection,6220800.0,1990656.0,163044928.0
221,b1,0.003212451934814453,0.00011350067507009953,0.6396396396396397,6220800.0,1990656.0,163044928.0
222,b1,0.0036640167236328125,0.2110290378332138,0.6412556053811659,6220800.0,1990656.0,163044928.0
223,failed,0.004685640335083008,0,No detection,6220800.0,1990656.0,163044928.0
224,b1,0.0038928985595703125,0.05213585123419762,0.64,6220800.0,1990656.0,163044928.0
225,b1,0.0035889148712158203,0.058023132383823395,0.6415929203539823,6220800.0,1990656.0,163044928.0
226,b1,0.003827810287475586,0.01583796553313732,0.6431718061674009,6220800.0,1990656.0,163044928.0
227,b1,0.004923343658447266,0.03348563238978386,0.6447368421052632,6220800.0,1990656.0,163044928.0
228,failed,0.004438161849975586,0,No detection,6220800.0,1990656.0,163044928.0
229,failed,0.00398564338684082,0,No detection,6220800.0,1990656.0,163044928.0
230,b1,0.0042743682861328125,0.1597404032945633,0.6406926406926406,6220800.0,1990656.0,163044928.0
231,b1,0.004026889801025391,0.0002167287457268685,0.6422413793103449,6220800.0,1990656.0,163044928.0
232,b1,0.003662586212158203,0.012849951162934303,0.6437768240343348,6220800.0,1990656.0,163044928.0
233,failed,0.0038268566131591797,0,No detection,6220800.0,1990656.0,163044928.0
234,failed,0.003985166549682617,0,No detection,6220800.0,1990656.0,163044928.0
235,failed,0.005516767501831055,0,No detection,6220800.0,1990656.0,163044928.0
236,failed,0.004813432693481445,0,No detection,6220800.0,1990656.0,163044928.0
237,b1,0.0036695003509521484,0.0031000999733805656,0.634453781512605,6220800.0,1990656.0,163044928.0
238,b1,0.004077911376953125,0.003531798953190446,0.6359832635983264,6220800.0,1990656.0,163044928.0
239,failed,0.004378557205200195,0,No detection,6220800.0,1990656.0,163044928.0
240,b1,0.005274534225463867,0.0023953206837177277,0.6348547717842323,6220800.0,1990656.0,163044928.0
241,b1,0.006058216094970703,0.005776520352810621,0.6363636363636364,6220800.0,1990656.0,163044928.0
242,failed,0.00541996955871582,0,No detection,6220800.0,1990656.0,163044928.0
243,b1,0.00529932975769043,0.11891646683216095,0.6352459016393442,6220800.0,1990656.0,163044928.0
244,b1,0.003978252410888672,0.0006088450900278986,0.636734693877551,6220800.0,1990656.0,163044928.0
245,failed,0.005203723907470703,0,No detection,6220800.0,1990656.0,163044928.0
246,failed,0.0040683746337890625,0,No detection,6220800.0,1990656.0,163044928.0
247,b1,0.003943681716918945,0.03479292616248131,0.6330645161290323,6220800.0,1990656.0,163044928.0
248,b1,0.004360198974609375,0.0002851797908078879,0.6345381526104418,6220800.0,1990656.0,163044928.0
249,b1,0.0061070919036865234,0.03980396315455437,0.636,6220800.0,1990656.0,163044928.0
250,failed,0.003303050994873047,0,No detection,6220800.0,1990656.0,163044928.0
251,b1,0.003473997116088867,0.21379370987415314,0.6349206349206349,6220800.0,1990656.0,163044928.0
252,b1,0.0035719871520996094,0.04098298028111458,0.6363636363636364,6220800.0,1990656.0,163044928.0
253,failed,0.0040814876556396484,0,No detection,6220800.0,1990656.0,163044928.0
254,b1,0.005858182907104492,0.0037180110812187195,0.6352941176470588,6220800.0,1990656.0,163044928.0
255,b1,0.004917144775390625,0.0008913131896406412,0.63671875,6220800.0,1990656.0,163044928.0
256,b1,0.004247188568115234,7.088356505846605e-05,0.6381322957198443,6220800.0,1990656.0,163044928.0
257,failed,0.00426793098449707,0,No detection,6220800.0,1990656.0,163044928.0
258,b1,0.0043408870697021484,0.01709752529859543,0.637065637065637,6220800.0,1990656.0,163044928.0
259,failed,0.0047490596771240234,0,No detection,6220800.0,1990656.0,163044928.0
260,failed,0.004326820373535156,0,No detection,6220800.0,1990656.0,163044928.0
261,failed,0.005795717239379883,0,No detection,6220800.0,1990656.0,163044928.0
262,b1,0.004440784454345703,0.013716353103518486,0.6311787072243346,6220800.0,1990656.0,163044928.0
263,failed,0.004494905471801758,0,No detection,6220800.0,1990656.0,163044928.0
264,b1,0.004171609878540039,0.006259771063923836,0.630188679245283,6220800.0,1990656.0,163044928.0
265,b1,0.004981040954589844,0.07786598056554794,0.631578947368421,6220800.0,1990656.0,163044928.0
266,failed,0.004715681076049805,0,No detection,6220800.0,1990656.0,163044928.0
267,b1,0.006470203399658203,0.0006119273020885885,0.6305970149253731,6220800.0,1990656.0,163044928.0
268,failed,0.0047359466552734375,0,No detection,6220800.0,1990656.0,163044928.0
269,b1,0.003223896026611328,0.017504077404737473,0.6296296296296297,6220800.0,1990656.0,163044928.0
270,b1,0.004053592681884766,0.01656215265393257,0.6309963099630996,6220800.0,1990656.0,163044928.0
271,failed,0.004351139068603516,0,No detection,6220800.0,1990656.0,163044928.0
272,b1,0.0036783218383789062,0.006895083002746105,0.63003663003663,6220800.0,1990656.0,163044928.0
273,b1,0.005288362503051758,0.018880171701312065,0.6313868613138686,6220800.0,1990656.0,163044928.0
274,b1,0.0042400360107421875,0.004738040268421173,0.6327272727272727,6220800.0,1990656.0,163044928.0
275,b1,0.00567936897277832,0.002062789397314191,0.6340579710144928,6220800.0,1990656.0,163044928.0
276,failed,0.0042724609375,0,No detection,6220800.0,1990656.0,163044928.0
277,failed,0.004265308380126953,0,No detection,6220800.0,1990656.0,163044928.0
278,failed,0.005040168762207031,0,No detection,6220800.0,1990656.0,163044928.0
279,b1,0.004157066345214844,0.0075505878776311874,0.6285714285714286,6220800.0,1990656.0,163044928.0
280,b1,0.0040128231048583984,0.05502926930785179,0.6298932384341637,6220800.0,1990656.0,163044928.0
281,b1,0.00464320182800293,0.016233855858445168,0.6312056737588653,6220800.0,1990656.0,163044928.0
282,failed,0.004409313201904297,0,No detection,6220800.0,1990656.0,163044928.0
283,b1,0.004239559173583984,0.00286081968806684,0.6302816901408451,6220800.0,1990656.0,163044928.0
284,failed,0.0037355422973632812,0,No detection,6220800.0,1990656.0,163044928.0
285,b1,0.003660917282104492,0.015538808889687061,0.6293706293706294,6220800.0,1990656.0,163044928.0
286,failed,0.006478071212768555,0,No detection,6220800.0,1990656.0,163044928.0
287,b1,0.0038285255432128906,0.2844303548336029,0.6284722222222222,6220800.0,1990656.0,163044928.0
288,b1,0.0039327144622802734,0.00010499647032702342,0.629757785467128,6220800.0,1990656.0,163044928.0
289,b1,0.004190206527709961,0.0021466792095452547,0.6310344827586207,6220800.0,1990656.0,163044928.0
290,b1,0.004290103912353516,0.00013062321522738785,0.6323024054982818,6220800.0,1990656.0,163044928.0
291,b1,0.004214763641357422,0.006676055956631899,0.6335616438356164,6220800.0,1990656.0,163044928.0
292,b1,0.005272388458251953,0.01291669998317957,0.6348122866894198,6220800.0,1990656.0,163044928.0
293,b1,0.004922628402709961,0.0011000554077327251,0.6360544217687075,6220800.0,1990656.0,163044928.0
294,b1,0.00558924674987793,0.018188251182436943,0.6372881355932203,6220800.0,1990656.0,163044928.0
295,failed,0.0055561065673828125,0,No detection,6220800.0,1990656.0,163044928.0
296,b1,0.004563808441162109,0.029177244752645493,0.6363636363636364,6220800.0,1990656.0,163044928.0
297,b1,0.004761219024658203,0.000636973709333688,0.6375838926174496,6220800.0,1990656.0,163044928.0
298,b1,0.0049076080322265625,0.009015906602144241,0.6387959866220736,6220800.0,1990656.0,163044928.0
299,failed,0.004296064376831055,0,No detection,6220800.0,1990656.0,163044928.0
300,b1,0.00504302978515625,0.17694857716560364,0.6378737541528239,6220800.0,1990656.0,163044928.0
301,b1,0.0057125091552734375,0.00042768591083586216,0.6390728476821192,6220800.0,1990656.0,163044928.0
302,b1,0.005767107009887695,0.03761299327015877,0.6402640264026402,6220800.0,1990656.0,163044928.0
