Frame No,Exit Branch,Latency,Confidence,Accuracy,B1 FLOPs,B2 FLOPs,Main FLOPs
33,main,0.0075948238372802734,0.007090783677995205,0.5882352941176471,6220800.0,1990656.0,163044928.0
34,failed,0.008700370788574219,0,No detection,6220800.0,1990656.0,163044928.0
35,main,0.00965261459350586,0.0002118205593433231,0.5833333333333334,6220800.0,1990656.0,163044928.0
36,main,0.011136531829833984,3.772754678110779e-12,0.5945945945945946,6220800.0,1990656.0,163044928.0
37,failed,0.00853109359741211,0,No detection,6220800.0,1990656.0,163044928.0
38,main,0.008596658706665039,3.3516545272505027e-07,0.5897435897435898,6220800.0,1990656.0,163044928.0
39,main,0.011598825454711914,7.392484985757619e-05,0.6,6220800.0,1990656.0,163044928.0
40,main,0.009668111801147461,1.6767199850775683e-09,0.6097560975609756,6220800.0,1990656.0,163044928.0
41,failed,0.009137868881225586,0,No detection,6220800.0,1990656.0,163044928.0
42,failed,0.009445905685424805,0,No detection,6220800.0,1990656.0,163044928.0
43,main,0.009752988815307617,0.11679811030626297,0.5909090909090909,6220800.0,1990656.0,163044928.0
44,main,0.008388757705688477,8.491967378176923e-07,0.6,6220800.0,1990656.0,163044928.0
45,failed,0.008844375610351562,0,No detection,6220800.0,1990656.0,163044928.0
46,main,0.01034688949584961,1.7250671362489811e-06,0.5957446808510638,6220800.0,1990656.0,163044928.0
47,main,0.009209871292114258,1.440148622577908e-07,0.6041666666666666,6220800.0,1990656.0,163044928.0
48,main,0.010152578353881836,2.1529687899146666e-07,0.6122448979591837,6220800.0,1990656.0,163044928.0
49,main,0.007986068725585938,7.38080740375315e-16,0.62,6220800.0,1990656.0,163044928.0
50,failed,0.007908344268798828,0,No detection,6220800.0,1990656.0,163044928.0
51,main,0.010979175567626953,9.155938585081458e-08,0.6153846153846154,6220800.0,1990656.0,163044928.0
52,main,0.01041412353515625,1.0088719193390716e-07,0.6226415094339622,6220800.0,1990656.0,163044928.0
53,failed,0.007976055145263672,0,No detection,6220800.0,1990656.0,163044928.0
54,failed,0.008820295333862305,0,No detection,6220800.0,1990656.0,163044928.0
55,main,0.009714365005493164,1.3589059348270704e-12,0.6071428571428571,6220800.0,1990656.0,163044928.0
56,main,0.009231328964233398,0.0017464744159951806,0.6140350877192983,6220800.0,1990656.0,163044928.0
57,main,0.00856637954711914,5.350007654669753e-07,0.6206896551724138,6220800.0,1990656.0,163044928.0
58,failed,0.012033462524414062,0,No detection,6220800.0,1990656.0,163044928.0
59,main,0.00826120376586914,7.789700308402647e-12,0.6166666666666667,6220800.0,1990656.0,163044928.0
60,main,0.00838017463684082,1.7347444661308664e-11,0.6229508196721312,6220800.0,1990656.0,163044928.0
61,main,0.007882833480834961,6.615203940185665e-10,0.6290322580645161,6220800.0,1990656.0,163044928.0
62,failed,0.010927200317382812,0,No detection,6220800.0,1990656.0,163044928.0
63,failed,0.009067296981811523,0,No detection,6220800.0,1990656.0,163044928.0
64,failed,0.007626533508300781,0,No detection,6220800.0,1990656.0,163044928.0
65,main,0.00842905044555664,6.165836907712219e-07,0.6060606060606061,6220800.0,1990656.0,163044928.0
66,failed,0.008607149124145508,0,No detection,6220800.0,1990656.0,163044928.0
67,main,0.007783651351928711,6.23485367067661e-13,0.6029411764705882,6220800.0,1990656.0,163044928.0
68,main,0.011487007141113281,9.476235768302033e-11,0.6086956521739131,6220800.0,1990656.0,163044928.0
69,main,0.009042739868164062,5.353185256185e-11,0.6142857142857143,6220800.0,1990656.0,163044928.0
70,failed,0.008975028991699219,0,No detection,6220800.0,1990656.0,163044928.0
71,failed,0.00885772705078125,0,No detection,6220800.0,1990656.0,163044928.0
72,failed,0.008664608001708984,0,No detection,6220800.0,1990656.0,163044928.0
73,failed,0.007346391677856445,0,No detection,6220800.0,1990656.0,163044928.0
74,main,0.009707450866699219,4.3413721869001165e-05,0.5866666666666667,6220800.0,1990656.0,163044928.0
75,failed,0.010518789291381836,0,No detection,6220800.0,1990656.0,163044928.0
76,main,0.009342670440673828,5.058409203659298e-13,0.5844155844155844,6220800.0,1990656.0,163044928.0
77,main,0.008267641067504883,2.826069600558867e-09,0.5897435897435898,6220800.0,1990656.0,163044928.0
78,main,0.008940935134887695,0.00011270621325820684,0.5949367088607594,6220800.0,1990656.0,163044928.0
79,failed,0.00876617431640625,0,No detection,6220800.0,1990656.0,163044928.0
80,main,0.007863759994506836,1.2255725323484512e-08,0.5925925925925926,6220800.0,1990656.0,163044928.0
81,main,0.008511066436767578,6.142101530073191e-14,0.5975609756097561,6220800.0,1990656.0,163044928.0
82,failed,0.008248567581176758,0,No detection,6220800.0,1990656.0,163044928.0
83,main,0.008968591690063477,4.4389312172277325e-15,0.5952380952380952,6220800.0,1990656.0,163044928.0
84,main,0.010518550872802734,0.010403349995613098,0.6,6220800.0,1990656.0,163044928.0
85,main,0.010490894317626953,3.32536576053144e-09,0.6046511627906976,6220800.0,1990656.0,163044928.0
86,failed,0.009649038314819336,0,No detection,6220800.0,1990656.0,163044928.0
87,main,0.01233363151550293,1.5542007784918876e-12,0.6022727272727273,6220800.0,1990656.0,163044928.0
88,failed,0.009504318237304688,0,No detection,6220800.0,1990656.0,163044928.0
89,failed,0.008221864700317383,0,No detection,6220800.0,1990656.0,163044928.0
90,failed,0.008884429931640625,0,No detection,6220800.0,1990656.0,163044928.0
91,main,0.008303403854370117,1.261238994177219e-21,0.5869565217391305,6220800.0,1990656.0,163044928.0
92,failed,0.008466005325317383,0,No detection,6220800.0,1990656.0,163044928.0
93,main,0.008553504943847656,2.9486997732419695e-07,0.5851063829787234,6220800.0,1990656.0,163044928.0
94,failed,0.009074687957763672,0,No detection,6220800.0,1990656.0,163044928.0
95,failed,0.010873556137084961,0,No detection,6220800.0,1990656.0,163044928.0
96,failed,0.010045528411865234,0,No detection,6220800.0,1990656.0,163044928.0
97,main,0.008610725402832031,6.161228539310301e-21,0.5714285714285714,6220800.0,1990656.0,163044928.0
98,main,0.009974241256713867,4.700287448144991e-08,0.5757575757575758,6220800.0,1990656.0,163044928.0
99,main,0.010663747787475586,0.00017535376537125558,0.58,6220800.0,1990656.0,163044928.0
100,failed,0.009451627731323242,0,No detection,6220800.0,1990656.0,163044928.0
101,main,0.009325981140136719,0.00029171109781600535,0.5784313725490197,6220800.0,1990656.0,163044928.0
102,main,0.008425235748291016,3.1697379654360702e-06,0.5825242718446602,6220800.0,1990656.0,163044928.0
103,main,0.008202314376831055,6.32761469887555e-08,0.5865384615384616,6220800.0,1990656.0,163044928.0
104,failed,0.008002519607543945,0,No detection,6220800.0,1990656.0,163044928.0
105,main,0.01135873794555664,5.469251274092812e-09,0.5849056603773585,6220800.0,1990656.0,163044928.0
106,main,0.008493900299072266,4.632418038573449e-13,0.5887850467289719,6220800.0,1990656.0,163044928.0
107,main,0.00836324691772461,4.169117172802758e-14,0.5925925925925926,6220800.0,1990656.0,163044928.0
108,failed,0.008626699447631836,0,No detection,6220800.0,1990656.0,163044928.0
109,main,0.009174585342407227,9.974473936783792e-31,0.5909090909090909,6220800.0,1990656.0,163044928.0
110,main,0.00968623161315918,6.305444499865587e-10,0.5945945945945946,6220800.0,1990656.0,163044928.0
111,main,0.011967182159423828,0.014106564223766327,0.5982142857142857,6220800.0,1990656.0,163044928.0
112,main,0.009024381637573242,0.05344047769904137,0.6017699115044248,6220800.0,1990656.0,163044928.0
113,failed,0.00903630256652832,0,No detection,6220800.0,1990656.0,163044928.0
114,main,0.009865999221801758,1.5099335826107563e-07,0.6,6220800.0,1990656.0,163044928.0
115,main,0.0089874267578125,8.835650987748522e-06,0.603448275862069,6220800.0,1990656.0,163044928.0
116,main,0.008968591690063477,1.502610018633277e-07,0.6068376068376068,6220800.0,1990656.0,163044928.0
117,failed,0.010937213897705078,0,No detection,6220800.0,1990656.0,163044928.0
118,main,0.008530378341674805,1.1934629284837683e-08,0.6050420168067226,6220800.0,1990656.0,163044928.0
119,failed,0.008987188339233398,0,No detection,6220800.0,1990656.0,163044928.0
120,main,0.008919477462768555,4.107950735487975e-05,0.6033057851239669,6220800.0,1990656.0,163044928.0
121,failed,0.011719942092895508,0,No detection,6220800.0,1990656.0,163044928.0
122,main,0.009575843811035156,0.0004575077909976244,0.6016260162601627,6220800.0,1990656.0,163044928.0
123,main,0.010421037673950195,3.7457881241209634e-10,0.6048387096774194,6220800.0,1990656.0,163044928.0
124,failed,0.010530233383178711,0,No detection,6220800.0,1990656.0,163044928.0
125,main,0.012629985809326172,0.0006443923921324313,0.6031746031746031,6220800.0,1990656.0,163044928.0
126,failed,0.008432388305664062,0,No detection,6220800.0,1990656.0,163044928.0
127,main,0.008596181869506836,1.0228734026895836e-05,0.6015625,6220800.0,1990656.0,163044928.0
128,main,0.009508132934570312,1.842892594083878e-08,0.6046511627906976,6220800.0,1990656.0,163044928.0
129,main,0.009049177169799805,5.1086499297525734e-05,0.6076923076923076,6220800.0,1990656.0,163044928.0
130,main,0.009698629379272461,2.1145091208448754e-15,0.6106870229007634,6220800.0,1990656.0,163044928.0
131,main,0.010291337966918945,1.736143867558937e-10,0.6136363636363636,6220800.0,1990656.0,163044928.0
132,failed,0.010878801345825195,0,No detection,6220800.0,1990656.0,163044928.0
133,main,0.008654356002807617,3.417076823883902e-17,0.6119402985074627,6220800.0,1990656.0,163044928.0
134,main,0.008260965347290039,0.00032964919228106737,0.6148148148148148,6220800.0,1990656.0,163044928.0
135,main,0.010646343231201172,0.014880365692079067,0.6176470588235294,6220800.0,1990656.0,163044928.0
136,main,0.00898432731628418,3.1754025258123875e-05,0.6204379562043796,6220800.0,1990656.0,163044928.0
137,main,0.008957386016845703,0.02421455644071102,0.6231884057971014,6220800.0,1990656.0,163044928.0
138,main,0.008459329605102539,1.618221889820859e-09,0.6258992805755396,6220800.0,1990656.0,163044928.0
139,failed,0.008014440536499023,0,No detection,6220800.0,1990656.0,163044928.0
140,failed,0.007432222366333008,0,No detection,6220800.0,1990656.0,163044928.0
141,failed,0.007508516311645508,0,No detection,6220800.0,1990656.0,163044928.0
142,failed,0.008088827133178711,0,No detection,6220800.0,1990656.0,163044928.0
143,failed,0.008270740509033203,0,No detection,6220800.0,1990656.0,163044928.0
144,main,0.009313821792602539,0.051270514726638794,0.6068965517241379,6220800.0,1990656.0,163044928.0
145,main,0.01043558120727539,0.0003242207458242774,0.6095890410958904,6220800.0,1990656.0,163044928.0
146,main,0.007483482360839844,1.2166184943165903e-12,0.6122448979591837,6220800.0,1990656.0,163044928.0
147,main,0.00805044174194336,5.672779135323935e-09,0.6148648648648649,6220800.0,1990656.0,163044928.0
148,main,0.007996797561645508,3.246247049509629e-19,0.6174496644295302,6220800.0,1990656.0,163044928.0
149,failed,0.008344173431396484,0,No detection,6220800.0,1990656.0,163044928.0
150,failed,0.00820469856262207,0,No detection,6220800.0,1990656.0,163044928.0
151,main,0.007302045822143555,0.0001230224734172225,0.6118421052631579,6220800.0,1990656.0,163044928.0
152,failed,0.007521152496337891,0,No detection,6220800.0,1990656.0,163044928.0
153,main,0.007793903350830078,3.989285630062359e-16,0.6103896103896104,6220800.0,1990656.0,163044928.0
154,main,0.008314847946166992,1.2668127350346382e-14,0.6129032258064516,6220800.0,1990656.0,163044928.0
155,main,0.007859945297241211,2.5844664719443244e-07,0.6153846153846154,6220800.0,1990656.0,163044928.0
156,failed,0.007972955703735352,0,No detection,6220800.0,1990656.0,163044928.0
157,main,0.00899648666381836,2.8676763654672532e-12,0.6139240506329114,6220800.0,1990656.0,163044928.0
158,failed,0.009043455123901367,0,No detection,6220800.0,1990656.0,163044928.0
159,main,0.007559537887573242,5.339947581339821e-11,0.6125,6220800.0,1990656.0,163044928.0
160,failed,0.010862112045288086,0,No detection,6220800.0,1990656.0,163044928.0
161,main,0.010592937469482422,5.0193081976976014e-14,0.6111111111111112,6220800.0,1990656.0,163044928.0
162,failed,0.008586883544921875,0,No detection,6220800.0,1990656.0,163044928.0
163,failed,0.009628772735595703,0,No detection,6220800.0,1990656.0,163044928.0
164,main,0.009335517883300781,1.5052771795213125e-15,0.6060606060606061,6220800.0,1990656.0,163044928.0
165,failed,0.010006427764892578,0,No detection,6220800.0,1990656.0,163044928.0
166,main,0.011461496353149414,1.07114794464791e-12,0.6047904191616766,6220800.0,1990656.0,163044928.0
167,failed,0.01043391227722168,0,No detection,6220800.0,1990656.0,163044928.0
168,failed,0.010603904724121094,0,No detection,6220800.0,1990656.0,163044928.0
169,failed,0.012004375457763672,0,No detection,6220800.0,1990656.0,163044928.0
170,main,0.010374307632446289,2.7791817046818323e-05,0.5964912280701754,6220800.0,1990656.0,163044928.0
171,failed,0.008206367492675781,0,No detection,6220800.0,1990656.0,163044928.0
172,failed,0.009033679962158203,0,No detection,6220800.0,1990656.0,163044928.0
173,main,0.010179281234741211,0.00047928618732839823,0.5919540229885057,6220800.0,1990656.0,163044928.0
174,main,0.008953571319580078,4.694438302976778e-06,0.5942857142857143,6220800.0,1990656.0,163044928.0
175,failed,0.008160114288330078,0,No detection,6220800.0,1990656.0,163044928.0
176,failed,0.008938312530517578,0,No detection,6220800.0,1990656.0,163044928.0
177,failed,0.009003162384033203,0,No detection,6220800.0,1990656.0,163044928.0
178,failed,0.00869441032409668,0,No detection,6220800.0,1990656.0,163044928.0
179,failed,0.009555816650390625,0,No detection,6220800.0,1990656.0,163044928.0
180,failed,0.00951385498046875,0,No detection,6220800.0,1990656.0,163044928.0
181,failed,0.010246038436889648,0,No detection,6220800.0,1990656.0,163044928.0
182,failed,0.011199235916137695,0,No detection,6220800.0,1990656.0,163044928.0
183,main,0.010283470153808594,8.437166911789973e-07,0.5706521739130435,6220800.0,1990656.0,163044928.0
184,main,0.009743690490722656,5.70503533303679e-10,0.572972972972973,6220800.0,1990656.0,163044928.0
185,failed,0.00956583023071289,0,No detection,6220800.0,1990656.0,163044928.0
186,main,0.008878946304321289,0.0002399898658040911,0.5721925133689839,6220800.0,1990656.0,163044928.0
187,main,0.01063680648803711,3.0268626716178915e-08,0.574468085106383,6220800.0,1990656.0,163044928.0
188,failed,0.010027647018432617,0,No detection,6220800.0,1990656.0,163044928.0
189,main,0.009009361267089844,9.185119678734033e-12,0.5736842105263158,6220800.0,1990656.0,163044928.0
190,main,0.011360406875610352,7.596455020575377e-07,0.5759162303664922,6220800.0,1990656.0,163044928.0
191,main,0.007960319519042969,1.5249009948092862e-06,0.578125,6220800.0,1990656.0,163044928.0
192,failed,0.007140159606933594,0,No detection,6220800.0,1990656.0,163044928.0
193,failed,0.008451700210571289,0,No detection,6220800.0,1990656.0,163044928.0
194,failed,0.00808405876159668,0,No detection,6220800.0,1990656.0,163044928.0
195,failed,0.010532379150390625,0,No detection,6220800.0,1990656.0,163044928.0
196,main,0.009722709655761719,0.0005198235739953816,0.5685279187817259,6220800.0,1990656.0,163044928.0
197,main,0.010045289993286133,1.0915141182282282e-16,0.5707070707070707,6220800.0,1990656.0,163044928.0
198,failed,0.011327981948852539,0,No detection,6220800.0,1990656.0,163044928.0
199,main,0.008048057556152344,0.004408216569572687,0.57,6220800.0,1990656.0,163044928.0
200,failed,0.008853435516357422,0,No detection,6220800.0,1990656.0,163044928.0
201,failed,0.008731365203857422,0,No detection,6220800.0,1990656.0,163044928.0
202,main,0.008497238159179688,9.14326938072918e-06,0.5665024630541872,6220800.0,1990656.0,163044928.0
203,failed,0.008473873138427734,0,No detection,6220800.0,1990656.0,163044928.0
204,failed,0.008120298385620117,0,No detection,6220800.0,1990656.0,163044928.0
205,failed,0.008332014083862305,0,No detection,6220800.0,1990656.0,163044928.0
206,failed,0.007798671722412109,0,No detection,6220800.0,1990656.0,163044928.0
207,failed,0.008193731307983398,0,No detection,6220800.0,1990656.0,163044928.0
208,main,0.008079767227172852,0.00044857466127723455,0.5550239234449761,6220800.0,1990656.0,163044928.0
209,main,0.008692502975463867,9.09885493456386e-05,0.5571428571428572,6220800.0,1990656.0,163044928.0
210,main,0.011014938354492188,7.534433146827446e-12,0.5592417061611374,6220800.0,1990656.0,163044928.0
211,main,0.009944915771484375,1.3436070034344993e-09,0.5613207547169812,6220800.0,1990656.0,163044928.0
212,main,0.008625984191894531,8.624428254888628e-11,0.5633802816901409,6220800.0,1990656.0,163044928.0
213,main,0.008849143981933594,1.4207531158094686e-18,0.5654205607476636,6220800.0,1990656.0,163044928.0
214,main,0.00948786735534668,1.5658798702133936e-08,0.5674418604651162,6220800.0,1990656.0,163044928.0
215,main,0.008345365524291992,2.5857434073138334e-14,0.5694444444444444,6220800.0,1990656.0,163044928.0
216,main,0.012850046157836914,6.7869793986263804e-12,0.5714285714285714,6220800.0,1990656.0,163044928.0
217,failed,0.009500265121459961,0,No detection,6220800.0,1990656.0,163044928.0
218,failed,0.008482694625854492,0,No detection,6220800.0,1990656.0,163044928.0
219,main,0.011976242065429688,2.9563999248694017e-08,0.5681818181818182,6220800.0,1990656.0,163044928.0
220,failed,0.007659435272216797,0,No detection,6220800.0,1990656.0,163044928.0
221,failed,0.007987022399902344,0,No detection,6220800.0,1990656.0,163044928.0
222,main,0.012136697769165039,0.2673535943031311,0.5650224215246636,6220800.0,1990656.0,163044928.0
223,main,0.010120630264282227,2.3646378188857398e-09,0.5669642857142857,6220800.0,1990656.0,163044928.0
224,main,0.008195877075195312,1.0405875627839123e-07,0.5688888888888889,6220800.0,1990656.0,163044928.0
225,main,0.008461236953735352,4.0823644667398185e-05,0.5707964601769911,6220800.0,1990656.0,163044928.0
226,failed,0.009185314178466797,0,No detection,6220800.0,1990656.0,163044928.0
227,main,0.009063005447387695,0.01053369976580143,0.5701754385964912,6220800.0,1990656.0,163044928.0
228,failed,0.007743120193481445,0,No detection,6220800.0,1990656.0,163044928.0
229,failed,0.011537790298461914,0,No detection,6220800.0,1990656.0,163044928.0
230,main,0.008089542388916016,3.002902559858661e-14,0.5670995670995671,6220800.0,1990656.0,163044928.0
231,failed,0.011606693267822266,0,No detection,6220800.0,1990656.0,163044928.0
232,main,0.012725830078125,7.387615187326446e-05,0.5665236051502146,6220800.0,1990656.0,163044928.0
233,main,0.010372400283813477,4.613344300792457e-16,0.5683760683760684,6220800.0,1990656.0,163044928.0
234,failed,0.011113882064819336,0,No detection,6220800.0,1990656.0,163044928.0
235,main,0.008214473724365234,0.0002476614899933338,0.5677966101694916,6220800.0,1990656.0,163044928.0
236,failed,0.008587121963500977,0,No detection,6220800.0,1990656.0,163044928.0
237,main,0.008069038391113281,5.7248108163709954e-12,0.5672268907563025,6220800.0,1990656.0,163044928.0
238,main,0.010417699813842773,4.43280405306723e-05,0.5690376569037657,6220800.0,1990656.0,163044928.0
239,main,0.010267496109008789,3.105347445853113e-08,0.5708333333333333,6220800.0,1990656.0,163044928.0
240,main,0.010782003402709961,1.200566490666688e-08,0.5726141078838174,6220800.0,1990656.0,163044928.0
241,main,0.008248567581176758,0.022326670587062836,0.5743801652892562,6220800.0,1990656.0,163044928.0
242,failed,0.0088348388671875,0,No detection,6220800.0,1990656.0,163044928.0
243,main,0.008507251739501953,2.2030200404264504e-15,0.5737704918032787,6220800.0,1990656.0,163044928.0
244,failed,0.007545948028564453,0,No detection,6220800.0,1990656.0,163044928.0
245,main,0.008474111557006836,3.2368386655434733e-06,0.573170731707317,6220800.0,1990656.0,163044928.0
246,main,0.011579036712646484,6.942912023077952e-06,0.5748987854251012,6220800.0,1990656.0,163044928.0
247,failed,0.010770797729492188,0,No detection,6220800.0,1990656.0,163044928.0
248,failed,0.00999593734741211,0,No detection,6220800.0,1990656.0,163044928.0
249,main,0.010492801666259766,1.7659856910157146e-10,0.572,6220800.0,1990656.0,163044928.0
250,main,0.009277582168579102,3.4048664332431144e-08,0.5737051792828686,6220800.0,1990656.0,163044928.0
251,failed,0.009406805038452148,0,No detection,6220800.0,1990656.0,163044928.0
252,main,0.01074361801147461,0.03287329524755478,0.5731225296442688,6220800.0,1990656.0,163044928.0
253,failed,0.008387327194213867,0,No detection,6220800.0,1990656.0,163044928.0
254,failed,0.009784460067749023,0,No detection,6220800.0,1990656.0,163044928.0
255,failed,0.008925437927246094,0,No detection,6220800.0,1990656.0,163044928.0
256,failed,0.008801698684692383,0,No detection,6220800.0,1990656.0,163044928.0
257,failed,0.0087890625,0,No detection,6220800.0,1990656.0,163044928.0
258,main,0.01052093505859375,0.00038314276025630534,0.5637065637065637,6220800.0,1990656.0,163044928.0
259,main,0.007977962493896484,8.007435070567226e-08,0.5653846153846154,6220800.0,1990656.0,163044928.0
260,failed,0.008806228637695312,0,No detection,6220800.0,1990656.0,163044928.0
261,main,0.008684635162353516,0.008100004866719246,0.5648854961832062,6220800.0,1990656.0,163044928.0
262,main,0.0079345703125,2.878110478832241e-07,0.5665399239543726,6220800.0,1990656.0,163044928.0
263,main,0.008747100830078125,1.4284506733019953e-06,0.5681818181818182,6220800.0,1990656.0,163044928.0
264,main,0.008574962615966797,8.690221221223448e-20,0.569811320754717,6220800.0,1990656.0,163044928.0
265,failed,0.008048534393310547,0,No detection,6220800.0,1990656.0,163044928.0
266,failed,0.008708715438842773,0,No detection,6220800.0,1990656.0,163044928.0
267,main,0.008507013320922852,4.809706410924264e-09,0.5671641791044776,6220800.0,1990656.0,163044928.0
268,main,0.008851289749145508,1.2653365502046654e-06,0.5687732342007435,6220800.0,1990656.0,163044928.0
269,main,0.00863337516784668,1.7845566691043757e-10,0.5703703703703704,6220800.0,1990656.0,163044928.0
270,main,0.010609626770019531,8.18886182969436e-05,0.5719557195571956,6220800.0,1990656.0,163044928.0
271,failed,0.011255502700805664,0,No detection,6220800.0,1990656.0,163044928.0
272,failed,0.00958108901977539,0,No detection,6220800.0,1990656.0,163044928.0
273,failed,0.00810384750366211,0,No detection,6220800.0,1990656.0,163044928.0
274,failed,0.008942127227783203,0,No detection,6220800.0,1990656.0,163044928.0
275,main,0.010007619857788086,2.522716700696542e-27,0.5652173913043478,6220800.0,1990656.0,163044928.0
276,main,0.011426687240600586,4.096366800453166e-13,0.5667870036101083,6220800.0,1990656.0,163044928.0
277,main,0.011442422866821289,0.0010686576133593917,0.5683453237410072,6220800.0,1990656.0,163044928.0
278,failed,0.009096622467041016,0,No detection,6220800.0,1990656.0,163044928.0
279,main,0.009697198867797852,4.0096033034890297e-16,0.5678571428571428,6220800.0,1990656.0,163044928.0
280,main,0.01153254508972168,1.1863539040035675e-09,0.5693950177935944,6220800.0,1990656.0,163044928.0
281,main,0.007811546325683594,0.00021291579469107091,0.5709219858156028,6220800.0,1990656.0,163044928.0
282,main,0.009727954864501953,5.91760529466967e-10,0.5724381625441696,6220800.0,1990656.0,163044928.0
283,main,0.010184764862060547,5.599843573328607e-14,0.573943661971831,6220800.0,1990656.0,163044928.0
284,main,0.008990764617919922,2.6161837922700215e-06,0.5754385964912281,6220800.0,1990656.0,163044928.0
285,main,0.010866641998291016,0.025663526728749275,0.5769230769230769,6220800.0,1990656.0,163044928.0
286,main,0.00849771499633789,2.410465750612989e-11,0.578397212543554,6220800.0,1990656.0,163044928.0
287,failed,0.010547161102294922,0,No detection,6220800.0,1990656.0,163044928.0
288,main,0.009135723114013672,0.000331935501890257,0.5778546712802768,6220800.0,1990656.0,163044928.0
289,main,0.008617401123046875,3.364047929110825e-10,0.5793103448275863,6220800.0,1990656.0,163044928.0
290,main,0.00836944580078125,1.468754362576874e-07,0.5807560137457045,6220800.0,1990656.0,163044928.0
291,main,0.008475065231323242,5.8668081948098916e-08,0.5821917808219178,6220800.0,1990656.0,163044928.0
292,failed,0.007191896438598633,0,No detection,6220800.0,1990656.0,163044928.0
293,failed,0.00866389274597168,0,No detection,6220800.0,1990656.0,163044928.0
294,failed,0.010573387145996094,0,No detection,6220800.0,1990656.0,163044928.0
295,main,0.008181571960449219,4.458781432958858e-08,0.5777027027027027,6220800.0,1990656.0,163044928.0
296,failed,0.008005619049072266,0,No detection,6220800.0,1990656.0,163044928.0
297,main,0.01106715202331543,0.002959880977869034,0.5771812080536913,6220800.0,1990656.0,163044928.0
298,main,0.009324073791503906,5.771498390316765e-09,0.5785953177257525,6220800.0,1990656.0,163044928.0
299,main,0.00852203369140625,7.040072413921905e-10,0.58,6220800.0,1990656.0,163044928.0
300,main,0.007655143737792969,8.253432286838436e-15,0.5813953488372093,6220800.0,1990656.0,163044928.0
301,main,0.008547782897949219,0.0170753113925457,0.5827814569536424,6220800.0,1990656.0,163044928.0
302,failed,0.010420560836791992,0,No detection,6220800.0,1990656.0,163044928.0
303,main,0.011137962341308594,0.0012151766568422318,0.5822368421052632,6220800.0,1990656.0,163044928.0
304,main,0.012717247009277344,0.00012633665755856782,0.5836065573770491,6220800.0,1990656.0,163044928.0
305,main,0.008381128311157227,2.4646465135447215e-06,0.5849673202614379,6220800.0,1990656.0,163044928.0
306,failed,0.009429216384887695,0,No detection,6220800.0,1990656.0,163044928.0
